campaign_id,campaign_name,Campaign_Type,Company,Role,Location,City_Size,platform,Is_Facebook,Is_LinkedIn,Is_Snapchat,Is_TikTok,total_impressions,total_clicks,total_spend,campaign_days,ctr_percent,CTR_Category,cpc_sek,CPC_Category,Daily_Spend,Clicks_Per_Day,Cost_Efficiency
23859386613420025,Carglass - Bilglastekniker till Carglass® Norrköping - Norrköping - Boost Auto - Position ID: (47619) - LINNEA,Recruitment,Carglass,Tekniker,Norrköping,Mellanstor stad,facebook,1,0,0,0,66834,950,3560.0,15,1.4214322051650357,Low,3.7473684210526312,Low,237.33333333333334,63.333333333333336,26.685393258426966
120200136413290026,Carglass - Bilglastekniker till Carglass® Kungsbacka - Kungsbacka - Boost Auto - Position ID: (46512) - AGNES,Recruitment,Carglass,Tekniker,Unknown,Unknown,facebook,1,0,0,0,69290,745,3560.0,15,1.075191225285034,Low,4.778523489932885,Low,237.33333333333334,49.666666666666664,20.926966292134832
120206071281240026,Carglass - Bilglastekniker till Carglass® Helsingborg - Helsingborg - Boost Auto - Position ID (51228) - AGNES,Recruitment,Carglass,Tekniker,Helsingborg,Mellanstor stad,facebook,1,0,0,0,64458,997,3560.0,15,1.5467436159980141,Low,3.570712136409228,Low,237.33333333333334,66.46666666666667,28.00561797752809
120201082676890026,Carglass - Bilglastekniker till Carglass® Uppsala - Uppsala - Boost Auto - Position ID: (48650) - AGNES,Recruitment,Carglass,Tekniker,Uppsala,Mellanstor stad,facebook,1,0,0,0,53574,863,3560.0,15,1.6108560122447455,Low,4.125144843568946,Low,237.33333333333334,57.53333333333333,24.241573033707866
120204694775950026,Carglass - Bilglastekniker till Carglass® Varberg - Varberg - Boost Auto - Position ID: (50388) - AGNES,Recruitment,Carglass,Tekniker,Unknown,Unknown,facebook,1,0,0,0,64738,914,3560.0,15,1.4118446661929624,Low,3.894967177242888,Low,237.33333333333334,60.93333333333333,25.674157303370787
23858835595920025,Carglass - Bilglastekniker till Carglass® Göteborg - Göteborg - Boost Auto - Position ID: (47347) - MOA,Recruitment,Carglass,Tekniker,Göteborg,Stor stad,facebook,1,0,0,0,83494,1046,3560.0,15,1.2527846312309865,Low,3.4034416826003824,Low,237.33333333333334,69.73333333333333,29.382022471910112
120202039644580026,Carglass - Winback-säljare till Carglass® - Stockholm - Boost Auto - Position ID: (49306) - AGNES,Recruitment,Carglass,Säljare,Stockholm,Stor stad,facebook,1,0,0,0,36560,1041,3560.0,15,2.847374179431072,Medium,3.419788664745437,Low,237.33333333333334,69.4,29.241573033707862
120206850430960026,Carglass - Bilglastekniker till Carglass® Danderyd - Danderyd - Boost Auto - Position ID (51749) - AGNES,Recruitment,Carglass,Tekniker,Unknown,Unknown,facebook,1,0,0,0,37577,367,3560.0,15,0.9766612555552598,Very Low,9.700272479564031,Medium,237.33333333333334,24.466666666666665,10.308988764044944
120207725006240026,Carglass - Bilglastekniker till Carglass® Stockholm - Stockholm - Boost Auto - Position ID (52301) - MOA,Recruitment,Carglass,Tekniker,Stockholm,Stor stad,facebook,1,0,0,0,60377,672,3560.0,15,1.1130066084767378,Low,5.297619047619048,Medium,237.33333333333334,44.8,18.876404494382022
23861385116650025,Carglass - Bilglastekniker till Carglass® Kalmar - Kalmar - Boost Auto - Position ID: (47765) - MOA,Recruitment,Carglass,Tekniker,Kalmar,Liten stad,facebook,1,0,0,0,78981,1113,3560.0,15,1.4091996809359213,Low,3.198562443845463,Low,237.33333333333334,74.2,31.264044943820224
